TOTAL_VALUE,princ_1,princ_2,LOT_SQFT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,YR_BUILT_CAT_0,YR_BUILT_CAT_1,YR_BUILT_CAT_2,REMODEL_Unknown,REMODEL_Recent,REMODEL_Old
377.2,0.17757894863710091,-0.10398596604064446,6276,2750,1918,2.0,9,4,2,0,1,1,0,1,0,1,0,0
474.6,1.2984199426408578,-1.256610535147348,4857,4048,2291,2.0,10,4,1,1,1,1,0,1,0,1,0,0
293.3,-1.3993010648102782,0.7015643323760572,6240,2066,987,1.0,5,2,1,0,1,1,0,1,0,1,0,0
414.3,-0.18951184537192023,-0.443856187474994,5000,2868,1716,2.0,7,4,1,1,1,0,0,1,0,1,0,0
368.2,-0.9341408128808776,-0.013066109957004631,5100,2560,1250,1.0,5,3,1,0,1,1,0,1,0,1,0,0
421.2,-0.08708644504999216,0.019632969949918658,6190,3165,1447,1.0,7,3,2,0,1,1,0,1,0,1,0,0
374.3,-1.2402862519131197,0.09064229534656197,5000,2117,1274,2.0,7,3,1,1,1,1,0,1,0,1,0,0
300.3,-1.4722283301601253,0.6611575211711254,6050,2092,936,1.0,5,2,1,0,1,1,0,1,0,1,0,0
700.7,3.518332308876904,-1.1063268460020388,7991,4372,3544,2.0,9,4,2,1,1,1,0,0,1,1,0,0
422.2,0.38063102343019006,0.6651239099338703,8350,2666,1841,1.0,5,3,1,0,1,0,0,1,0,1,0,0
424.0,-0.825249461911422,-0.22534792647830681,4750,2448,1464,2.0,7,3,1,0,1,1,0,1,0,1,0,0
341.4,-0.770388708683431,-0.5686059050963852,4000,2573,1544,2.0,7,3,1,0,1,0,0,1,0,0,0,1
423.2,0.5391762678941706,-0.24539256251868438,6343,3340,1856,2.0,6,3,2,1,1,1,0,1,0,1,0,0
492.2,0.2691877806251016,-0.25897409533238636,6001,3018,1872,2.0,11,4,2,1,1,1,0,0,1,1,0,0
407.1,-0.9387946435716874,-0.006908118440018121,5125,2395,1344,2.0,7,4,1,1,1,0,0,1,0,0,1,0
615.5,1.5427777776295868,-0.16800658772710267,7763,3678,2304,2.0,7,3,2,0,1,1,0,1,0,0,1,0
414.5,0.46961325803029963,0.3738230307127314,7705,3398,1561,1.5,6,2,1,1,1,0,0,1,0,1,0,0
431.0,-0.4835065880480073,-0.617493452654677,4222,2840,1594,2.0,7,3,1,0,1,1,0,1,0,1,0,0
356.7,-0.3202639250259823,-0.24575192898858822,5282,3050,1450,1.0,7,3,1,0,1,1,0,1,0,1,0,0
448.7,-0.0031811154909210174,-0.5415646102348747,5000,2932,1837,2.5,8,5,2,1,1,1,0,1,0,0,1,0
423.2,0.28256784886680264,-0.040656217638081485,6525,3081,1768,2.0,8,3,2,0,1,1,1,0,0,0,1,0
298.1,-0.6333005254827121,0.3860077977190906,6402,2736,1210,1.0,6,3,1,0,1,2,0,1,0,1,0,0
410.5,0.4918038079682105,-0.7852986187253365,5000,3476,1928,2.0,7,4,1,1,1,0,0,1,0,1,0,0
399.8,0.27617275468813096,-0.575085180755201,5247,3215,1867,2.0,10,4,1,1,1,0,0,1,0,1,0,0
407.3,0.20849396886599816,0.19779643829637714,7011,2888,1752,2.0,6,3,2,1,1,1,0,1,0,1,0,0
356.4,-1.2563327201515915,0.04308988511520438,4860,2196,1232,2.0,6,3,1,0,1,0,0,1,0,1,0,0
349.0,-1.2936058704723155,0.0457519906553314,4825,2136,1242,2.0,6,3,1,0,1,0,0,1,0,1,0,0
386.1,-1.6194061705328917,0.23618968690457873,4887,1864,1120,2.0,5,2,1,0,1,0,0,1,0,0,0,1
402.8,-0.7654939428153089,0.06003476721367992,5500,2415,1426,2.0,6,3,1,0,1,1,0,1,0,1,0,0
399.9,-0.12025232692731802,-0.26945736286526345,5500,2846,1716,2.0,8,3,1,1,1,1,0,1,0,1,0,0
404.0,-0.05840409407261133,-0.30160350212094655,5500,2874,1752,2.0,6,3,1,1,1,0,0,1,0,1,0,0
396.6,-0.16737660218220898,0.4166652026010142,7077,2610,1590,2.0,6,3,1,0,1,1,0,1,0,1,0,0
451.6,1.2154978396610285,-0.30950769705276254,7015,3684,2128,2.0,8,4,1,1,1,1,0,1,0,1,0,0
354.3,-0.30062627448364004,-0.8042909845865032,4000,2986,1694,2.0,7,3,1,0,1,1,0,1,0,1,0,0
406.4,0.029643350365558405,-0.5533294982759477,5000,3072,1779,2.0,6,3,1,0,1,1,0,1,0,0,1,0
402.8,-0.9130573622392025,-0.11802421953143032,4907,2288,1464,2.0,6,3,1,0,1,1,0,1,0,1,0,0
432.7,0.3187031453088029,-0.17227239682065815,6267,3024,1872,2.0,7,3,1,1,1,1,0,1,0,0,0,1
371.8,-1.0525724270666181,0.8370319038660061,7010,1944,1248,2.0,6,3,1,1,1,1,0,1,0,0,1,0
342.7,-1.4721628246802916,-0.1193916176942717,4222,2020,1248,2.0,6,3,1,1,1,1,0,1,0,1,0,0
385.1,-0.2979103962653408,-0.3910245395637641,5000,2736,1704,2.0,7,3,1,1,1,1,0,1,0,1,0,0
394.6,0.2104429893292215,-0.20561835150727215,6055,2988,1832,2.0,7,3,1,1,1,1,0,1,0,1,0,0
333.6,-0.9826637678438004,0.008216860049565903,5120,2244,1400,2.0,7,3,1,1,1,0,0,1,0,1,0,0
330.1,-1.2927649054759325,-0.07928519466080436,4507,2388,1134,1.0,6,2,1,0,1,0,0,1,0,1,0,0
376.8,-1.025882277076837,-0.01703225818863102,5000,2303,1344,2.0,6,3,1,1,1,1,0,1,0,1,0,0
675.3,3.083621634458212,-0.854596713078549,8001,4684,2976,2.0,9,4,3,0,1,1,0,0,1,1,0,0
274.3,-1.0329380981445655,-0.1038460158394286,4755,2624,1176,1.0,5,2,1,1,1,1,0,1,0,1,0,0
437.1,-0.7965517790486538,-0.6082114268409126,3839,2922,1330,1.0,7,3,2,0,1,1,0,1,0,0,1,0
482.5,-0.020406742122615625,0.22879078668677214,6800,2826,1624,2.0,7,3,1,1,1,1,0,1,0,1,0,0
363.3,-0.8796726904475483,-0.12075962604907915,4937,2347,1452,2.0,7,3,1,0,1,1,0,1,0,1,0,0
369.7,0.4739216990628609,-0.15635931014666563,6440,3638,1602,1.0,6,2,1,0,1,1,0,1,0,1,0,0
667.6,2.883714355068928,-0.17105487479645679,9386,4371,2794,2.0,9,4,2,1,1,1,0,0,1,1,0,0
364.6,0.6006272204040849,1.3529458688985012,10203,3098,1493,1.0,7,2,1,1,1,1,0,1,0,1,0,0
370.3,0.2835480135264539,-0.7707136237632444,4752,3661,1671,1.0,7,2,2,0,1,1,0,1,0,0,1,0
373.3,-0.8197723485328573,-0.12374956020894133,5000,2406,1458,2.0,7,4,1,1,1,1,0,1,0,1,0,0
320.5,-1.3575428115207535,0.1021830113841947,4890,2002,1260,2.0,6,3,1,0,1,0,0,1,0,1,0,0
386.3,-0.7224699567719025,-0.20872058034993585,4925,2391,1562,2.0,6,3,1,1,1,1,0,1,0,0,1,0
439.8,-0.1811913672461845,-0.6543087206046746,4500,3026,1699,2.0,8,4,1,1,1,1,0,1,0,0,1,0
407.7,0.4575627059330413,-0.9786964421408496,4500,3495,1960,2.0,9,5,1,1,1,1,0,1,0,1,0,0
360.3,-1.0083411262377273,-0.22318590537136027,4500,2680,1200,1.0,6,3,1,1,1,1,0,1,0,1,0,0
402.1,-1.1311806973494039,-0.02742065660035608,4852,2204,1336,2.0,7,3,1,1,1,1,0,1,0,1,0,0
334.2,-0.9338905399551407,-0.08771288515618642,4946,2347,1404,2.0,8,3,1,1,1,1,0,1,0,1,0,0
361.8,-0.8122759340399891,-0.1281703890131089,5000,2397,1470,2.0,6,3,1,1,1,1,0,1,0,1,0,0
371.3,-0.2942976206505187,-0.3743507513528712,5000,3176,1436,1.0,6,3,1,0,1,1,0,1,0,0,1,0
374.0,-0.7912561904069394,0.07239497634739796,5500,2379,1426,2.0,7,3,1,0,1,1,0,1,0,1,0,0
342.7,-1.09015878565815,0.011471087740652582,5000,2158,1378,2.0,7,3,1,1,1,1,0,1,0,0,1,0
276.6,-2.3807071567485707,-0.5339493398303006,2126,1719,958,1.5,7,3,1,0,1,0,1,0,0,1,0,0
255.7,-2.5963452136598653,0.13218971027495227,3440,1508,710,1.0,5,2,1,0,1,0,0,1,0,0,0,1
687.9,3.0424433970912217,-0.272005314061321,9364,4228,3022,2.0,8,3,2,1,1,1,0,0,1,1,0,0
358.6,-1.2511891775483384,-0.2325534004179057,4222,2160,1352,2.0,6,3,1,1,1,1,0,1,0,1,0,0
447.9,0.9049501757011136,-0.9892873482265623,5000,3917,2012,2.0,11,4,1,1,1,0,0,1,0,1,0,0
285.4,-1.9027409602728205,0.5217624599275844,5205,1808,864,1.0,4,2,1,0,1,1,0,1,0,1,0,0
405.6,0.19192600410935604,-0.12313757597353812,6219,3053,1752,2.0,8,3,1,0,1,1,0,1,0,1,0,0
373.4,-0.14844728886203606,-0.3952981601889358,5127,3262,1490,1.0,7,3,2,0,1,0,0,1,0,1,0,0
620.4,1.6563265574819832,-1.3843990349896018,5000,4149,2516,2.0,7,4,3,1,1,2,0,0,1,1,0,0
376.6,-0.5684759239153212,-0.04080938642591109,5500,2541,1518,2.0,6,3,1,0,1,1,0,1,0,1,0,0
401.1,-0.29677676132313074,0.05005430474374369,6041,2711,1568,2.0,6,3,1,1,1,1,0,1,0,0,1,0
620.4,1.6563265574819832,-1.3843990349896018,5000,4149,2516,2.0,7,4,3,1,1,2,0,0,1,1,0,0
461.9,-0.4570227682900614,-0.4084719312868711,4750,2810,1558,2.0,7,3,1,1,1,1,0,1,0,0,1,0
526.5,1.8492962690512575,-0.13730434631222452,8180,4116,2237,1.5,10,5,3,1,1,2,0,1,0,1,0,0
354.7,-0.7018007109565683,-0.1894848626570421,5000,2355,1591,2.0,7,3,1,1,1,0,0,1,0,1,0,0
403.6,0.1690483788254916,-0.6309965106158132,5000,3012,1936,2.0,8,3,1,1,1,1,0,1,0,1,0,0
366.6,-0.043963385537687694,0.8668503989168339,8265,2880,1356,1.0,7,3,1,1,1,1,0,1,0,1,0,0
460.3,0.141891174180661,-1.0145273279726914,4048,3171,1954,2.0,9,4,1,1,1,0,0,1,0,1,0,0
368.3,-0.37107765189919695,-0.2118674568516003,5334,2681,1626,2.0,8,3,1,0,1,1,0,1,0,0,0,1
328.0,-1.2427070309722865,0.07108359366990508,4920,2428,1092,1.0,6,3,1,1,1,1,0,1,0,1,0,0
552.6,3.451203771778408,-2.307634791038597,5000,5190,3420,2.0,8,4,2,1,1,1,0,1,0,0,1,0
374.8,-0.46440334618994655,-0.29960577004153566,5000,2776,1536,2.0,7,3,1,1,1,1,0,1,0,0,1,0
360.8,-0.8806078329665985,-0.22954546619864635,4667,2478,1410,2.0,6,3,1,1,1,1,0,1,0,1,0,0
432.1,0.03216255022178093,0.41278719133273356,7325,2567,1752,2.0,7,3,2,0,1,0,0,1,0,1,0,0
379.0,-0.409353425105475,0.6009812850131314,7235,2296,1552,1.0,7,3,1,1,1,0,0,1,0,1,0,0
374.4,-0.3329217421257799,-0.37413046640874276,4987,2820,1624,2.0,7,3,1,0,1,0,0,1,0,0,1,0
439.0,1.2136049481598803,-1.1562616193449469,5000,3902,2287,2.5,8,4,2,0,1,1,0,1,0,1,0,0
396.4,-0.4837018384168438,0.006539419552671786,5708,2649,1494,2.0,7,3,1,1,1,1,0,1,0,1,0,0
361.4,-1.0153276634705681,0.41586743573695395,6035,2265,1225,2.0,6,3,1,1,1,1,0,1,0,1,0,0
336.9,-1.4003940079206552,-0.0771626603335342,4378,2364,1075,1.0,6,3,1,1,1,1,0,1,0,1,0,0
393.4,-0.37217077589033504,0.09432275880094067,6060,2606,1565,2.0,7,3,1,0,1,0,0,1,0,1,0,0
508.5,0.8127593378774641,-0.4568054028935493,6169,3577,1971,2.0,8,4,2,1,1,2,0,1,0,0,0,1
352.6,-0.5288792627211183,-0.2719683184345733,5000,2608,1584,2.0,8,3,1,0,1,1,0,1,0,1,0,0
594.2,1.3322114420253839,-0.2616525868371246,7277,3668,2200,2.0,7,4,2,1,1,3,0,0,1,0,1,0
428.4,-0.7530792804836205,-0.14915395801638087,5000,2655,1362,2.0,6,3,2,0,1,1,0,1,0,0,1,0
357.3,-1.3294543115955761,-0.040020343260965714,4559,2326,1133,1.5,7,4,1,1,1,1,0,1,0,1,0,0
448.5,0.10959219966347067,0.2858661242311658,7063,3187,1475,1.0,5,2,1,0,1,1,0,1,0,1,0,0
360.1,-0.6336029104669338,-0.267397413642252,4848,2910,1330,1.0,6,3,1,0,1,1,0,1,0,1,0,0
344.5,-0.2554608562215075,0.2993226411378334,6647,3037,1314,1.0,6,3,1,1,1,1,0,1,0,1,0,0
375.3,-0.8840605733728529,-0.0957900594842132,5000,2248,1500,2.0,7,4,1,1,1,1,0,0,1,1,0,0
432.7,0.43244770352502493,1.356481058654717,10000,3080,1389,1.0,7,3,2,0,1,0,0,1,0,0,1,0
412.4,-0.426501908848463,-0.11249720006227233,5500,2655,1570,2.0,7,3,1,0,1,1,0,1,0,1,0,0
421.2,0.41807908788911974,-0.16398215667799243,6395,3199,1831,2.0,6,3,1,1,1,1,0,1,0,1,0,0
367.4,-0.4674064132487638,-0.304758555925788,5000,2616,1632,2.0,10,4,1,1,1,1,0,1,0,1,0,0
286.6,-1.7247521448433638,0.38574360890674275,5095,1966,936,1.0,5,1,1,0,1,1,0,1,0,1,0,0
335.4,-0.8763768145171895,-0.08731962793793283,5000,2546,1323,1.5,6,3,1,0,1,1,0,1,0,1,0,0
438.7,-0.18990734595966474,-0.5288129149987343,4789,2976,1680,2.0,7,3,2,1,1,0,0,1,0,1,0,0
386.0,-0.8176550739834052,-0.7665479760920476,3475,2570,1582,2.0,7,3,1,1,1,0,0,1,0,1,0,0
352.3,-0.6208793907619372,-0.3157317865554087,4786,2553,1570,2.0,7,3,1,0,1,1,0,1,0,1,0,0
348.9,-1.2368321817340067,0.06671125404818368,4950,2098,1296,2.0,6,3,1,0,1,1,0,1,0,1,0,0
439.2,-0.05303993374708928,-0.5108437032390969,5000,3023,1738,2.0,7,3,1,1,1,1,0,1,0,0,1,0
499.8,0.7617992857166217,-1.077214108633812,4627,3765,2037,2.0,7,4,2,0,1,1,0,1,0,1,0,0
378.0,-0.16996866775941924,-0.19501263446220016,5600,2967,1584,2.0,7,4,1,1,1,1,0,1,0,1,0,0
334.4,-0.39809749355787144,-0.3220083742115014,5000,3091,1399,1.0,6,3,1,0,1,1,0,1,0,1,0,0
369.9,-0.6870427860251191,-0.18825473896868267,5000,2572,1470,2.0,7,4,1,1,1,1,0,1,0,1,0,0
354.8,-1.0251387748323337,-0.38469346310558417,4134,2328,1456,2.0,7,3,1,1,1,1,0,1,0,1,0,0
357.6,-0.5153528184887426,-0.2817548333713683,5000,2549,1632,2.0,7,3,1,0,1,1,0,1,0,1,0,0
294.7,-1.3494791587811745,2.467006500043591,10551,1092,999,1.0,4,1,1,0,1,1,0,1,0,1,0,0
346.3,-1.5444241286443434,0.24494090510807687,5000,1890,1152,2.0,6,3,1,0,1,1,0,1,0,1,0,0
346.7,-0.6344529416088843,-0.2690658672769766,4843,2910,1330,1.0,6,3,1,0,1,1,0,1,0,1,0,0
345.8,-0.7012564721739216,0.2950034443860185,6126,2494,1341,1.5,7,3,1,1,1,1,0,1,0,1,0,0
433.4,0.013664734784703233,-0.5315145187644202,5000,3384,1573,1.0,11,4,2,1,1,1,0,1,0,1,0,0
383.4,-0.6894476292343602,-0.19080984188597136,5000,2481,1524,2.0,7,3,1,1,1,0,0,1,0,1,0,0
439.3,-0.5028121608514855,-0.2785680264049711,5000,2784,1498,2.0,8,3,1,1,1,0,0,1,0,0,0,1
445.2,0.593226561721439,-0.20789803388732775,6549,2844,2178,2.0,7,4,1,1,1,1,0,1,0,1,0,0
460.2,1.065587255321624,-0.28245338458806435,6900,3570,2086,2.0,12,5,2,1,1,1,0,1,0,1,0,0
581.5,2.3742364387624555,-0.17288896007430854,8720,4533,2353,2.0,8,4,2,1,1,1,0,0,1,1,0,0
490.9,1.3674654364359624,-0.5830956916153622,6563,3697,2317,2.0,10,5,2,0,1,1,0,1,0,0,1,0
351.1,-1.0936664622732093,0.012261117603440948,5000,2132,1391,2.0,7,3,1,0,1,0,0,1,0,1,0,0
427.8,-0.5329197334928707,-0.2715068523347078,4989,2678,1539,2.0,6,3,1,1,1,1,0,1,0,1,0,0
469.1,1.1503536795796132,-1.3633886344335961,4423,4001,2256,2.0,7,3,1,1,1,1,0,1,0,0,1,0
406.8,0.44290745956592253,-0.7728284611194225,5000,3148,2088,2.0,11,3,1,0,1,1,0,1,0,0,0,1
377.2,-0.5424656236434803,-0.1591694938018455,5248,2608,1536,2.0,7,3,1,1,1,1,0,1,0,1,0,0
401.2,-0.8464964870977334,-0.11408728707316301,5000,2294,1504,2.0,9,4,1,1,1,1,0,1,0,1,0,0
460.9,0.42028875836117413,-0.7445995865692261,5000,3527,1835,2.0,7,3,1,1,1,1,0,1,0,1,0,0
370.3,-1.0147460919063807,0.011007946354994991,5088,2223,1390,2.0,6,3,1,1,1,0,0,1,0,1,0,0
312.8,-1.219506477289063,0.048984441349897045,4905,2352,1161,1.5,6,3,1,1,1,1,0,1,0,1,0,0
389.8,-0.6359168751893219,-0.22308642003588267,5000,2400,1620,2.0,6,3,1,1,1,0,0,0,1,1,0,0
421.0,0.7930790969686816,-0.9340341348388775,5000,3798,1989,1.5,8,4,2,0,1,1,0,1,0,0,0,1
420.5,-0.25510842597585437,0.011938232832868231,6000,2753,1584,2.0,6,3,1,0,1,1,0,1,0,1,0,0
391.0,0.0821915230049109,-0.5146886775574574,5145,3197,1726,1.5,8,4,2,1,1,1,0,1,0,1,0,0
423.3,-0.4087962672832887,-0.3277959626914681,5000,2818,1558,2.0,7,3,1,1,1,1,0,1,0,0,0,1
362.2,-1.153517837183199,0.14877191542868246,5271,1872,1460,2.0,6,3,1,1,1,1,0,1,0,1,0,0
392.5,-0.19361256198143723,-0.3173118554110665,5300,2791,1716,2.0,6,3,1,0,1,1,0,1,0,1,0,0
387.9,-0.5402530177102784,0.0824562642043025,5823,2567,1479,2.0,6,3,1,1,1,1,0,1,0,1,0,0
407.8,-0.7719718662066325,0.09526747256223336,5581,2351,1448,2.0,6,3,1,0,1,1,0,1,0,0,0,1
420.6,-0.7226426494447401,0.24864001250004175,6008,2312,1452,2.0,9,3,1,1,1,1,0,1,0,1,0,0
536.4,1.8155135679585848,-0.31310951178433666,7731,4044,2318,2.0,8,4,2,1,1,0,0,0,1,1,0,0
410.8,-0.8404195923234952,-0.11727759238756863,5000,2296,1508,2.0,7,3,1,1,1,1,0,1,0,1,0,0
454.8,0.6381418285191028,-0.8557833959899847,5000,3674,1932,2.0,9,4,2,0,1,1,0,1,0,1,0,0
432.0,1.0209076753680588,-0.38281501284040026,6610,3544,2106,2.5,10,4,2,1,1,0,0,1,0,0,0,1
368.6,-0.0850081865107206,-0.4928960118859618,5000,3040,1700,1.5,5,2,1,1,1,1,0,1,0,1,0,0
373.4,-0.19917854634812296,-0.4394930316521275,5000,2848,1720,2.0,9,3,1,1,1,1,0,1,0,1,0,0
284.4,-1.383416864552916,0.6938123583703536,6242,2065,1001,1.0,5,2,1,0,1,1,0,1,0,1,0,0
386.2,0.36016613542957715,-0.7271119562007655,4992,3255,1952,2.0,6,3,1,1,1,1,1,0,0,1,0,0
379.6,-0.7931973355717394,-0.04513777771089692,5200,2592,1337,1.5,6,3,1,1,1,1,0,1,0,1,0,0
374.8,-0.6389431695468685,-0.28938437155999863,4817,2634,1500,2.0,7,4,1,0,1,1,0,1,0,1,0,0
467.4,-0.5907402975280969,-0.4850477976859215,4424,2574,1636,2.0,7,3,1,0,1,1,0,1,0,0,0,1
366.8,0.5483341171981583,0.24941576848822544,7500,3521,1583,1.0,6,3,2,0,1,1,0,1,0,1,0,0
374.5,-0.8676765388217944,0.0664353620798675,5400,2270,1442,2.0,8,3,2,0,1,0,0,1,0,1,0,0
322.4,-0.5255998914339881,0.439811815103294,6700,2384,1476,2.0,7,3,1,1,1,1,0,1,0,1,0,0
561.8,3.452404741851409,-0.40179292417825624,9540,4613,3112,2.0,9,4,2,1,1,1,0,0,1,1,0,0
384.2,-0.8769361937731898,-0.7483943167269365,3436,2636,1496,2.0,9,3,1,1,1,1,0,1,0,0,1,0
448.5,-0.6810790727020195,-0.2611222360221741,4842,2514,1534,2.0,7,3,1,1,1,1,0,1,0,0,1,0
474.7,0.49332985533457346,-0.36929817230013967,5989,3386,1840,2.0,6,3,1,1,1,1,0,1,0,1,0,0
372.1,-0.3154019143059065,-0.38489900943160044,5000,2658,1737,2.0,7,4,1,1,1,1,0,0,1,1,0,0
459.5,1.0887732417585412,-0.6390668828085655,6091,3569,2225,2.5,8,5,2,1,1,1,0,1,0,1,0,0
421.2,-0.4744799686077539,0.41898493149602223,6697,2573,1404,2.0,6,3,2,1,1,1,0,1,0,1,0,0
348.3,-0.9561623621230367,-0.048765390935389556,5000,2441,1319,1.5,6,2,1,0,1,1,0,1,0,1,0,0
394.3,-0.9992596212302894,0.22225530132548438,5607,2196,1344,2.0,6,3,1,0,1,1,0,1,0,1,0,0
332.1,-1.2517865666570238,0.40784531030207366,5740,2029,1210,2.0,7,3,1,1,1,1,0,1,0,1,0,0
356.0,-0.6734267023865256,-0.3647685723143476,4568,2916,1333,1.0,8,4,1,1,1,0,0,1,0,1,0,0
526.0,1.1424377637218905,0.4802457998545073,8802,3456,1944,2.0,7,4,1,2,1,1,0,0,1,1,0,0
333.5,-1.138826758065587,-0.37851216565957607,4000,2373,1350,2.0,8,3,2,0,1,0,0,1,0,1,0,0
400.5,-0.9899810999649963,-0.24353347237470999,4500,2433,1368,2.0,6,3,1,1,1,1,0,1,0,1,0,0
308.3,-1.4228885447520612,-0.07503379892646753,4375,2158,1183,1.5,6,3,1,0,1,1,0,1,0,1,0,0
330.5,-1.4889527588618068,-0.48335049274080505,3300,2472,1090,1.0,6,3,2,0,1,1,0,1,0,1,0,0
486.6,-0.13221554124467771,-0.46914793806503446,5000,3000,1684,2.0,7,3,1,1,1,1,0,1,0,0,0,1
428.1,-0.7452799991264355,0.11708698568284616,5671,2302,1488,2.0,7,3,1,1,1,1,0,1,0,1,0,0
378.4,-0.49871652609768985,-0.3632748356199815,4811,2734,1560,2.0,8,4,1,0,1,0,0,1,0,1,0,0
369.7,-0.7783134860016436,-0.14164887422059258,5000,2511,1429,2.0,7,3,1,1,1,1,0,1,0,1,0,0
404.2,1.2431424978282992,-1.4298309646933534,4375,4095,2285,1.5,9,3,2,0,1,1,0,1,0,1,0,0
427.4,-0.06445740422202474,-0.6330477333056084,4739,2613,2019,2.0,12,4,2,1,1,1,0,0,1,1,0,0
380.8,-0.45701552129573325,0.27856064928556906,6381,2653,1416,2.0,8,3,1,1,1,1,0,1,0,1,0,0
632.8,2.222288113204594,-0.026872927640913286,8927,3968,2540,2.0,9,4,3,1,1,1,0,0,1,1,0,0
339.4,-1.3576124532767213,0.14858145034716602,5000,1992,1250,2.0,6,3,1,0,1,1,0,1,0,1,0,0
486.5,0.5440485223953409,-0.16482259158811452,6541,3316,1846,2.0,7,3,1,1,1,1,0,1,0,1,0,0
407.7,2.0508083418844714,-1.0804581749582818,6172,4576,2421,1.5,7,4,2,0,1,1,0,1,0,1,0,0
423.9,-0.5065220106807882,-0.17224301572227874,5264,2596,1572,2.0,6,3,1,1,1,1,0,1,0,1,0,0
486.0,1.5683670097105995,-1.5458423293729693,4500,4239,2458,2.5,8,4,1,1,1,1,0,1,0,1,0,0
365.3,-0.1331480248727403,-0.686869571602363,4468,3190,1644,1.5,6,2,1,1,1,1,0,1,0,0,1,0
422.7,0.2937350290113,-0.4270519981987909,5660,2786,2086,2.0,10,4,2,1,1,1,0,0,1,1,0,0
378.3,-1.0588214850847102,-0.2003401088292177,4500,2577,1220,1.5,6,3,1,1,1,1,0,1,0,0,1,0
339.3,-1.4830497976558683,0.5341487067101836,5750,1968,1047,1.5,5,2,1,0,1,1,0,1,0,1,0,0
362.7,-0.5756344197683646,-0.12589000297482686,5288,2570,1525,2.0,8,3,1,0,1,1,0,1,0,1,0,0
381.7,-0.49396103811778874,0.1426068134812611,6000,2799,1350,2.0,8,3,1,0,1,1,0,1,0,1,0,0
363.8,-0.8943843110442989,-0.0883643384959661,5000,2292,1464,2.0,7,3,1,1,1,0,0,1,0,0,0,1
377.5,-0.6860340375154288,0.10402644602716546,5708,2376,1488,2.0,6,3,1,1,1,1,0,1,0,1,0,0
498.3,1.0401844922186096,-0.6419358214904411,6000,3797,2056,2.0,7,4,2,1,1,1,0,1,0,0,1,0
400.4,-0.03090669805611013,0.32339440028494887,6975,3169,1378,1.0,6,3,1,1,1,1,0,1,0,1,0,0
602.3,0.8435412090578615,-0.5489324237654383,6010,3390,2136,2.0,8,4,2,1,1,1,0,0,1,1,0,0
450.3,-0.9225633496561069,-0.07072360332897068,5000,2350,1404,2.0,8,3,1,0,1,1,0,1,0,1,0,0
528.4,0.7676431725016234,0.7514211059218777,9022,2880,1944,2.0,7,4,2,1,1,1,0,0,1,1,0,0
407.1,-0.9616254326239954,-0.11593187071162897,4846,2332,1404,2.0,6,3,1,0,1,1,0,1,0,0,0,1
339.1,-1.366199869140598,0.15270152005840534,5000,1980,1250,2.0,6,3,1,0,1,1,0,1,0,1,0,0
435.7,0.7632266237820563,-0.4774880486607621,6079,3362,2074,2.0,10,5,1,1,1,1,0,1,0,0,0,1
387.8,-0.3725913735397962,0.13708043285492877,6160,2606,1550,2.0,6,3,1,1,1,1,0,1,0,1,0,0
464.4,-0.19760499942591714,0.4901314190558624,7218,2544,1584,2.0,7,4,2,1,1,0,0,1,0,0,1,0
568.5,1.8046010280047817,-0.8580387498077137,6400,4405,2281,2.0,7,3,1,1,1,1,0,1,0,1,0,0
351.8,-0.987834245999027,-0.24456348980251982,4500,2436,1368,2.0,6,3,1,1,1,1,0,1,0,1,0,0
343.8,0.07099817444526794,1.1628099553161328,9094,3006,1256,1.0,7,4,1,0,1,0,0,1,0,1,0,0
393.6,0.12838362556736088,0.5068305268507218,7616,3090,1470,1.0,6,3,1,1,1,1,0,1,0,1,0,0
380.6,-0.8786407152938582,-0.09591779963323822,5000,2314,1464,2.0,6,3,1,1,1,1,0,1,0,1,0,0
362.2,-0.618624880874742,-0.22588810741280685,5000,2554,1540,2.0,7,3,1,1,1,1,0,1,0,1,0,0
614.3,1.9867985426432035,-0.6044609899621267,7264,4034,2540,2.0,7,3,2,1,1,1,0,0,1,1,0,0
356.0,-0.9898431568484911,-0.03899356912881796,5000,2243,1412,2.0,8,3,1,0,1,1,0,1,0,1,0,0
460.8,0.4602329224608976,-0.3989653087563388,5899,3168,1959,2.0,10,4,2,1,1,1,0,1,0,1,0,0
394.1,-0.5312373566717559,-0.26815830345607944,5000,2668,1545,2.0,9,3,1,1,1,1,0,1,0,1,0,0
340.7,-1.3767555947442016,-0.2240227683437754,4093,2059,1325,2.0,7,3,1,1,1,1,0,1,0,1,0,0
433.8,0.4108218126632109,-0.7519397476567204,5000,3233,2008,2.0,7,3,1,1,1,1,0,1,0,1,0,0
431.9,0.1852612038038726,-0.6377448489586709,5000,3059,1921,2.0,6,3,1,1,1,1,0,1,0,1,0,0
484.4,0.1291545740471069,-0.11181028309142596,6185,2863,1820,2.0,6,3,1,1,1,0,0,1,0,1,0,0
339.9,-1.1018110082010852,0.4649463770734841,6023,2444,1042,1.0,5,2,1,1,1,1,0,1,0,1,0,0
326.7,-0.6839386718305756,1.1948839771021185,8277,2361,1123,1.0,8,3,1,1,1,2,0,1,0,1,0,0
