TOTAL_VALUE,PCA1,PCA2,LOT_SQFT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,YR_BUILT_Encoded,REMODEL_Unknown,REMODEL_Recent,REMODEL_Old
421.7,0.14386601605389393,-0.228866334,6100,2880,1842,2,8,4,1,2,1,1,3,1,0,0
396.5,0.7795086626145278,-0.512885777,5926,2886,1856,2,7,4,1,1,1,1,3,1,0,0
418.7,-2.076729278,-0.040599947,6000,3526,1998,2,6,3,1,0,1,1,3,0,0,1
309,-1.286076412,-0.412199319,3673,1695,1008,2,5,2,1,0,1,0,3,1,0,0
410.8,1.4173419211893865,-0.736285488,3748,2230,1348,2,6,3,1,1,1,1,3,1,0,0
539.1,-1.053518821,0.5197912938430359,6255,3808,2336,2,8,4,2,1,1,1,3,0,1,0
351.7,0.9630891847236874,-1.132518473,6250,2071,1280,2,6,2,1,0,1,1,3,0,1,0
468.8,-1.28709415,0.007371074,4750,3784,2180,2,8,4,1,1,1,1,2,0,1,0
359.6,-1.405140045,0.28207843480245637,4750,2062,1304,2,6,3,1,1,1,0,3,1,0,0
368,-1.194748635,-0.16010026,5250,2025,1152,2,6,3,1,0,1,1,3,1,0,0
370.4,-1.556969488,-0.013774887,4461,2185,1350,2,9,4,1,0,1,0,3,1,0,0
383.9,-0.472586685,-0.290289454,4370,1944,1200,2,5,2,1,1,1,1,3,0,1,0
399.4,-0.24891165,0.004484807,5025,2638,1610,2,7,3,1,1,1,1,3,1,0,0
387.6,-1.472110676,0.10480940240296917,6000,2654,1650,2,7,4,1,0,1,1,3,1,0,0
323.5,0.16445934711688823,-0.616915052,4750,2008,1178,2,6,3,1,1,1,1,3,1,0,0
379.3,5.133105263725987,0.6034432104810088,5000,3284,1764,1.5,7,3,1,0,1,1,3,1,0,0
736.7,0.8889373383514413,-0.178011065,13960,5358,3452,2.5,12,5,4,0,2,1,2,0,0,1
498.4,0.6283957765569204,-0.521942838,6922,3567,1932,2,7,3,1,1,1,1,3,1,0,0
538.2,-0.279103389,0.5467551986458375,5845,2946,2248,2,8,4,2,1,1,1,3,0,1,0
389.8,-0.277263611,-0.180600666,7200,3023,1221,1,5,2,1,0,1,1,3,1,0,0
384.3,4.192031683220923,0.9672575910039923,5520,2743,1641,2,7,3,1,0,1,1,3,1,0,0
573.6,-0.451607414,-0.318716587,13597,5616,2536,1,5,3,2,1,1,1,3,1,0,0
401.3,0.24301448816043839,-0.243715186,5000,2485,1726,2,5,3,1,1,1,0,3,0,1,0
408.7,-0.173123048,-0.45068002,6000,3054,1827,2,8,3,1,1,1,1,3,1,0,0
413.6,1.592163074271512,-0.288145032,5000,2913,1702,2,8,3,1,1,1,1,3,1,0,0
481.3,0.7449301806632965,-0.788603596,7527,3841,2280,2,7,3,1,1,1,2,3,0,0,1
420.6,-0.418819757,-0.065696387,5300,3605,2022,2,7,3,1,1,1,1,3,1,0,0
385.2,0.5945683563331322,-0.699132682,5632,2530,1634,2,7,3,1,0,1,1,3,1,0,0
484.5,0.6699039752036264,0.29436216186821396,5353,3272,2090,2,8,3,2,1,1,1,3,0,1,0
427,-0.914697043,0.9166071406349898,7785,3267,1802,2,7,3,1,1,1,1,3,1,0,0
368.1,0.22146340618104965,0.20664549420883796,7322,2442,1014,1,5,3,1,1,1,1,3,0,0,1
456.6,-0.371104283,-0.311261145,7040,2970,1708,2,7,3,1,2,1,1,3,1,0,0
416.1,0.5163677241256217,-0.367252424,5107,2611,1702,2,7,4,1,1,1,1,3,0,1,0
522.7,-0.800230841,0.28592834513827525,6048,3134,2006,2,7,3,2,1,1,2,3,1,0,0
357.2,-1.516011361,-0.168412984,6000,2283,1404,2,7,3,1,0,1,1,3,1,0,0
298.2,0.039730145,-0.16802504,4029,2238,1104,1,6,3,1,1,1,0,3,1,0,0
432.4,-0.59924605,0.2656622601422953,5929,2967,1716,2,7,3,2,1,1,1,3,1,0,0
375.8,-0.332519807,-0.050219109,6200,2354,1504,2,7,3,1,1,1,0,3,1,0,0
406.9,-1.605388043,0.17054365641410563,5768,2628,1628,2,7,3,1,1,1,0,3,0,1,0
369.6,0.40105769051096646,-0.741097144,4750,1864,1152,2,6,3,1,0,1,1,3,1,0,0
419.7,-1.152602952,-0.583342525,5000,3363,1919,2,8,3,2,1,1,0,3,0,1,0
321,-0.297317655,-0.505917714,3500,2378,1408,2,7,4,1,0,1,1,3,1,0,0
385.1,-0.88304983,0.11970324498999359,4717,2870,1663,2,7,4,1,1,1,0,3,1,0,0
384.2,0.9729281744160825,-0.567749398,5500,2325,1380,2,7,3,1,0,1,1,3,1,0,0
459.7,-0.14326243,1.0054747725704403,6097,3718,2032,2,8,3,1,1,1,0,3,1,0,0
426.5,1.2752934291747995,-1.289284704,8470,2830,1271,1,5,3,1,1,1,1,3,1,0,0
428.8,2.5675719974378475,-0.948040655,4740,4156,2221,2,9,5,1,1,1,2,3,0,1,0
525.7,0.4839188194247694,0.4042151728153721,7122,4740,2625,2,8,4,1,1,1,0,3,0,1,0
413.2,-1.042309506,-0.098051112,7833,3012,1792,2,7,3,1,1,1,1,3,1,0,0
416.4,0.5279310452845023,-0.630850034,4800,2186,1431,2,7,3,1,1,1,1,3,1,0,0
511.3,-0.606048382,0.40119892518539496,5460,2962,2208,2,10,3,2,1,1,0,3,0,1,0
389.3,-0.913680398,0.061881108,6500,2455,1392,2,6,3,2,0,1,0,3,1,0,0
306.3,-1.223022767,0.13604722878220565,5300,2578,1227,1,6,3,1,1,1,1,3,1,0,0
387.3,0.48992024031900405,0.067358656,5122,2180,1232,2,6,3,1,0,1,0,3,1,0,0
449.6,-1.179159524,0.16429789698640565,7001,3489,1625,1,7,4,2,0,1,0,3,0,1,0
375.6,-1.251479892,-0.00957877,5250,2120,1288,2,6,3,1,1,1,1,3,0,0,1
351.9,1.719321943265108,-0.520065507,4750,2115,1302,2,6,3,1,0,1,0,3,1,0,0
457.2,-0.290269551,-0.395506041,7125,4020,2338,2,9,6,1,1,1,1,3,1,0,0
415.4,0.39629790436078033,-0.311647794,5000,2725,1717,2,6,3,1,1,1,1,3,0,1,0
398,0.18419292119503644,-0.507594961,6016,3240,1842,2,8,4,1,1,1,1,3,1,0,0
439.6,-0.469491567,0.18748609100588987,5300,3104,1848,2,8,3,1,1,1,1,3,1,0,0
386.2,0.9180818032523079,-0.646664602,6160,2561,1494,2,7,3,1,0,1,1,3,0,0,1
515.8,-0.403616714,0.52271246,5884,3296,2276,2,7,3,1,1,1,1,3,1,0,0
406.5,0.12082138688928815,-0.70645763,7036,2518,1449,2,7,3,1,1,1,1,3,0,0,1
450.1,0.36196097758382134,-0.344403698,4750,3125,1861,2,9,5,1,1,1,1,3,1,0,0
399.6,0.36090207685709513,-0.067940497,5915,3044,1948,2,8,4,1,1,1,1,3,0,1,0
492.4,1.0381516016967238,-0.137647836,6567,3011,1872,2,7,3,2,1,1,0,4,1,0,0
448.9,0.7622982659752655,-0.401439034,7213,3497,2061,2,10,4,2,0,1,1,3,1,0,0
445.9,-1.174238932,-0.041223506,6251,3418,2013,2,7,3,2,0,1,1,3,1,0,0
340.6,-1.287564057,-0.304647393,4770,2150,1344,2,7,3,1,1,1,0,3,1,0,0
333.6,-0.16114085,-0.068486305,4000,2220,1316,2,6,3,1,0,1,1,3,1,0,0
498,0.6535796457510569,1.2680495823027138,5928,2771,1664,2,6,3,1,1,1,1,3,1,0,0
460.8,-0.741193099,1.2793777483199213,10072,3084,1566,1,7,3,2,1,1,1,4,1,0,0
443.5,2.039248952613089,-1.677962326,8423,2160,1176,2,7,3,1,1,1,1,3,1,0,0
568.7,0.2906511349028584,-0.434931061,4775,4350,2754,2.5,10,5,3,1,1,1,3,0,1,0
417.2,-0.421185022,0.46708946966251375,5600,3162,1860,2,8,3,1,1,1,1,3,0,1,0
383.9,1.0635347033668796,0.6154670532830036,6866,2688,1354,1.5,7,4,2,0,1,1,3,1,0,0
587.2,-0.455854833,0.5354097774235224,9042,3236,1976,2,7,3,2,2,1,1,4,1,0,0
393.5,-1.180527329,-0.047611675,7015,2364,1502,2,7,3,1,1,1,1,3,0,1,0
363.1,-1.20988206,0.073856219,4750,2120,1360,2,7,3,1,1,1,1,3,1,0,0
356.7,-0.456167467,-0.097082849,5000,2104,1308,2,6,3,1,1,1,1,3,1,0,0
376.5,0.6147497585175516,-0.646814368,5500,2639,1554,2,7,3,1,0,1,1,3,1,0,0
468.9,0.4331694179865447,-0.379499702,5500,3288,2076,2,8,3,1,0,1,0,3,0,1,0
479.4,-0.786785801,-0.242167429,5900,3272,1871,2,8,4,1,1,1,1,3,1,0,0
388.9,-1.058708527,0.1428964775034754,4750,2537,1442,2,7,3,2,0,1,0,3,1,0,0
389.3,-0.817972003,-0.544539676,5333,2314,1260,2,7,3,1,1,1,1,3,1,0,0
355.4,-0.332438053,-0.833824137,4000,2532,1528,2,8,4,1,0,1,0,3,1,0,0
422.9,-0.586953141,-0.591242846,3894,2945,1707,2,7,3,1,1,1,1,3,1,0,0
380.8,-0.732690117,0.10748204788562035,4177,2592,1664,2,7,3,1,0,1,1,3,0,0,1
368.3,-0.874314448,-0.201135066,5640,2544,1354,1.5,5,2,1,0,1,1,3,1,0,0
361.3,0.38087179918679726,-0.352412502,4750,2392,1456,2,8,3,1,1,1,0,3,1,0,0
391.1,-1.292258578,0.019254220028810273,5900,3246,1842,2,8,4,1,0,1,1,3,0,1,0
345.6,-1.503337661,0.16500529622722232,4770,2076,1288,2,6,3,1,0,1,0,3,1,0,0
306.9,-0.241665361,-0.40224509,4840,2128,1064,1,5,2,1,0,1,1,4,1,0,0
397.2,-0.883148121,-0.307445272,5000,3184,1476,1,5,2,2,0,1,1,4,1,0,0
388.2,2.4263567506159203,-1.370696761,4500,2280,1554,2,8,4,1,1,1,1,3,1,0,0
606.5,-1.246380539,0.6308224305734529,5957,4662,2722,2,7,4,1,2,1,1,3,0,0,1
352.8,3.315512239,1.2962529338990514,6246,2278,987,1,6,2,1,0,1,1,3,1,0,0
671.9,-0.38795175,-0.366792959,13407,4138,2720,1,7,3,2,1,2,1,3,1,0,0
382.7,0.06515248,-0.784173431,4947,2692,1661,2,6,3,1,1,1,1,3,1,0,0
450.7,1.1592985362808204,-0.674107854,4500,3092,1870,2,9,4,1,1,1,1,3,0,1,0
455.6,0.5854470762981987,0.5188477324038759,6091,3639,2242,2,7,3,2,0,1,1,3,1,0,0
408.8,-0.682466108,-0.424743139,8236,2964,1850,2,8,4,1,0,1,1,3,1,0,0
374.2,-0.936097634,-0.424643195,4460,2466,1618,2,6,3,1,0,1,1,3,1,0,0
465.2,-0.391445649,0.22265027654098932,4196,1892,1792,2,7,4,1,1,1,1,3,0,1,0
382.5,-0.066709902,0.069521987,6341,2567,1531,2,7,4,1,1,1,1,3,1,0,0
388.5,-0.490528327,0.8441114143987952,6367,2823,1649,2,6,4,1,1,1,1,3,1,0,0
371,-0.051325611,0.712434021,7700,2333,1391,2,6,3,1,0,1,0,2,1,0,0
407.4,-0.055888495,0.3402187312648927,7926,2544,1606,2,7,3,1,0,1,1,3,1,0,0
371.6,-0.847540729,-0.2170081,7020,2795,1580,2,8,4,1,1,1,0,3,1,0,0
441.8,-1.217985962,-0.215437959,4750,2358,1500,2,7,3,1,1,1,1,3,0,0,1
353.3,-1.195660918,-0.512108643,4280,2400,1224,1.5,8,3,1,0,1,1,3,1,0,0
339.4,-0.252300629,0.074615576,3588,2628,1204,1,6,3,1,0,1,0,4,0,1,0
465.3,-1.135990051,-0.13389535,6162,2640,1632,2,10,3,2,1,1,1,4,1,0,0
357.4,-1.092312938,-0.405482594,4593,2226,1356,2,6,3,1,0,1,1,3,1,0,0
355,-0.90179891,-0.06914367,4000,2324,1420,2,9,3,1,0,1,0,3,1,0,0
370.3,1.0613414569181945,-0.23754884,5000,2648,1238,1.5,6,3,1,0,1,1,3,1,0,0
482.2,-1.108502887,0.23681790815219103,7005,3522,2096,2,10,5,2,1,1,1,3,1,0,0
371.3,-0.088200805,0.231134255,5500,2221,1250,2,6,3,1,0,1,1,3,1,0,0
361.8,-0.499362339,-0.326726501,6740,2620,1701,2,7,4,1,1,1,1,3,1,0,0
385.5,-1.219538716,-0.247238409,4902,2672,1584,2,7,3,1,1,1,1,3,0,0,1
354.3,0.084000476,-0.375652914,4222,2212,1347,2,7,3,1,1,1,1,3,0,1,0
476.3,0.1596836086549153,-0.147737487,5500,2936,1836,2,8,4,1,1,1,1,3,0,1,0
492.6,-1.119475924,0.7537477102704963,6139,2864,1852,2,8,4,1,1,1,1,3,1,0,0
382.4,-0.606351033,0.2857402224011345,6720,2036,1176,2,6,3,1,0,1,1,3,1,0,0
380.8,-0.776369145,-0.145698361,6208,2657,1310,1,6,3,1,1,1,1,4,1,0,0
347.2,0.48897689527445115,-0.588038854,5000,2437,1476,2,8,3,1,1,1,1,3,1,0,0
450.2,2.973791873830947,0.007913528,5477,3306,1960,2,8,3,1,1,1,0,3,1,0,0
644.4,-0.758699279,-0.226759586,9947,4114,2947,1,9,4,2,0,1,2,3,1,0,0
377,-0.915420084,0.067277459,4830,2455,1505,2,6,3,1,1,1,0,3,1,0,0
401.7,1.628619208553808,0.33004312574504097,5337,2312,1384,2,6,3,1,1,1,1,3,1,0,0
528.5,-0.699561378,-0.262368674,9046,3648,2208,2,8,4,2,2,1,1,4,1,0,0
357.6,0.1780397676551504,-0.104199701,4797,2698,1411,2,7,3,1,0,1,0,3,1,0,0
377.2,1.2991906920616236,-1.256985186,6276,2750,1918,2,9,4,2,0,1,1,3,1,0,0
474.6,-1.399150522,0.7016289374160729,4857,4048,2291,2,10,4,1,1,1,1,3,1,0,0
293.3,-0.189071537,-0.443991263,6240,2066,987,1,5,2,1,0,1,1,3,1,0,0
414.3,-0.933849304,-0.013069299,5000,2868,1716,2,7,4,1,1,1,0,3,1,0,0
368.2,-0.086642986,0.019488655319543042,5100,2560,1250,1,5,3,1,0,1,1,3,1,0,0
421.2,-1.240071482,0.090680078,6190,3165,1447,1,7,3,2,0,1,1,3,1,0,0
374.3,-1.472083443,0.6612377591706315,5000,2117,1274,2,7,3,1,1,1,1,3,1,0,0
300.3,3.519416232607463,-1.107125552,6050,2092,936,1,5,2,1,0,1,1,3,1,0,0
700.7,0.38106458582653774,0.6648636540084442,7991,4372,3544,2,9,4,2,1,1,1,4,1,0,0
422.2,-0.824936655,-0.22537655,8350,2666,1841,1,5,3,1,0,1,0,3,1,0,0
424,-0.770038329,-0.568638685,4750,2448,1464,2,7,3,1,0,1,1,3,1,0,0
341.4,0.5397332235611383,-0.245651763,4000,2573,1544,2,7,3,1,0,1,0,3,0,0,1
423.2,0.26968822493509664,-0.259193826,6343,3340,1856,2,6,3,2,1,1,1,3,1,0,0
492.2,-0.938514745,-0.006917471,6001,3018,1872,2,11,4,2,1,1,1,4,1,0,0
407.1,1.5434879893908988,-0.168449344,5125,2395,1344,2,7,4,1,1,1,0,3,0,1,0
615.5,0.47012461396678856,0.3735776594972558,7763,3678,2304,2,7,3,2,0,1,1,3,0,1,0
414.5,-0.483096905,-0.617571145,7705,3398,1561,1.5,6,2,1,1,1,0,3,1,0,0
431,-0.319842489,-0.245854215,4222,2840,1594,2,7,3,1,0,1,1,3,1,0,0
356.7,-0.00270506,-0.541733285,5282,3050,1450,1,7,3,1,0,1,1,3,1,0,0
448.7,0.2830601024409863,-0.04087672,5000,2932,1837,2.5,8,5,2,1,1,1,3,0,1,0
423.2,-0.63298248,0.3859513500550244,6525,3081,1768,2,8,3,2,0,1,1,2,0,1,0
298.1,0.49239778675178036,-0.785540616,6402,2736,1210,1,6,3,1,0,1,2,3,1,0,0
410.5,0.27670712655942076,-0.575296659,5000,3476,1928,2,7,4,1,1,1,0,3,1,0,0
399.8,0.20894842049016066,0.19758136723350062,5247,3215,1867,2,10,4,1,1,1,0,3,1,0,0
407.3,-1.256112008,0.043134389,7011,2888,1752,2,6,3,2,1,1,1,3,1,0,0
356.4,-1.293394249,0.045801262,4860,2196,1232,2,6,3,1,0,1,0,3,1,0,0
349,-1.619268579,0.23629078550341048,4825,2136,1242,2,6,3,1,0,1,0,3,1,0,0
386.1,-0.765193488,0.059991874,4887,1864,1120,2,5,2,1,0,1,0,3,0,0,1
402.8,-0.119815229,-0.269607687,5500,2415,1426,2,6,3,1,0,1,1,3,1,0,0
399.9,-0.057954716,-0.301764691,5500,2846,1716,2,8,3,1,1,1,1,3,1,0,0
404,-0.167005209,0.416511459,5500,2874,1752,2,6,3,1,1,1,0,3,1,0,0
396.6,1.2161730091308054,-0.309885182,7077,2610,1590,2,6,3,1,0,1,1,3,1,0,0
451.6,-0.300170322,-0.804397751,7015,3684,2128,2,8,4,1,1,1,1,3,1,0,0
354.3,0.030133606503364968,-0.553498607,4000,2986,1694,2,7,3,1,0,1,1,3,1,0,0
406.4,-0.912773671,-0.118042796,5000,3072,1779,2,6,3,1,0,1,1,3,0,1,0
402.8,0.3192051319012025,-0.172501956,4907,2288,1464,2,6,3,1,0,1,1,3,1,0,0
432.7,-1.052391246,0.8370224674502438,6267,3024,1872,2,7,3,1,1,1,1,3,0,0,1
371.8,-1.471972309,-0.119311503,7010,1944,1248,2,6,3,1,1,1,1,3,0,1,0
342.7,-0.297496702,-0.391144106,4222,2020,1248,2,6,3,1,1,1,1,3,1,0,0
385.1,0.2109300823689223,-0.205827995,5000,2736,1704,2,7,3,1,1,1,1,3,1,0,0
394.6,-0.982400494,0.008209635,6055,2988,1832,2,7,3,1,1,1,1,3,1,0,0
333.6,-1.292528963,-0.079224836,5120,2244,1400,2,7,3,1,1,1,0,3,1,0,0
330.1,-1.025619476,-0.01702835,4507,2388,1134,1,6,2,1,0,1,0,3,1,0,0
376.8,3.0846502100588853,-0.855297391,5000,2303,1344,2,6,3,1,1,1,1,3,1,0,0
675.3,-1.032650087,-0.103826658,8001,4684,2976,2,9,4,3,0,1,1,4,1,0,0
274.3,-0.796180032,-0.608223975,4755,2624,1176,1,5,2,1,1,1,1,3,1,0,0
437.1,-0.019989408,0.22861804132162278,3839,2922,1330,1,7,3,2,0,1,1,3,0,1,0
482.5,-0.879380497,-0.120782246,6800,2826,1624,2,7,3,1,1,1,1,3,1,0,0
363.3,0.4744831533520251,-0.156593249,4937,2347,1452,2,7,3,1,0,1,1,3,1,0,0
369.7,2.8846516652992413,-0.171732156,6440,3638,1602,1,6,2,1,0,1,1,3,1,0,0
667.6,0.6010741503798103,1.352658131452671,9386,4371,2794,2,9,4,2,1,1,1,4,1,0,0
364.6,0.28412457803799007,-0.770906736,10203,3098,1493,1,7,2,1,1,1,1,3,1,0,0
370.3,-0.819468028,-0.123781446,4752,3661,1671,1,7,2,2,0,1,1,3,0,1,0
373.3,-1.357352114,0.10223893268879793,5000,2406,1458,2,7,4,1,1,1,1,3,1,0,0
320.5,-0.722147889,-0.208771954,4890,2002,1260,2,6,3,1,0,1,0,3,1,0,0
386.3,-0.180726251,-0.654437877,4925,2391,1562,2,6,3,1,1,1,1,3,0,1,0
439.8,0.4581656909301563,-0.978930145,4500,3026,1699,2,8,4,1,1,1,1,3,0,1,0
407.7,-1.008038496,-0.223168545,4500,3495,1960,2,9,5,1,1,1,1,3,1,0,0
360.3,-1.130937904,-0.027400198,4500,2680,1200,1,6,3,1,1,1,1,3,1,0,0
402.1,-0.933607851,-0.087724949,4852,2204,1336,2,7,3,1,1,1,1,3,1,0,0
334.2,-0.811970886,-0.12820412,4946,2347,1404,2,8,3,1,1,1,1,3,1,0,0
361.8,-0.293856295,-0.374452274,5000,2397,1470,2,6,3,1,1,1,1,3,1,0,0
371.3,-0.790962345,0.072355572,5000,3176,1436,1,6,3,1,0,1,1,3,0,1,0
374,-1.089915863,0.011481349,5500,2379,1426,2,7,3,1,0,1,1,3,1,0,0
342.7,-2.380632889,-0.533701531,5000,2158,1378,2,7,3,1,1,1,1,3,0,1,0
276.6,-2.596356692,0.1324684436334463,2126,1719,958,1.5,7,3,1,0,1,0,1,1,0,0
255.7,3.043399634,-0.272719598,3440,1508,710,1,5,2,1,0,1,0,3,0,0,1
687.9,-1.250952333,-0.232510401,9364,4228,3022,2,8,3,2,1,1,1,4,1,0,0
358.6,0.9056417792804811,-0.989591102,4222,2160,1352,2,6,3,1,1,1,1,3,1,0,0
447.9,-1.902663894,0.5219158963142558,5000,3917,2012,2,11,4,1,1,1,0,3,1,0,0
285.4,0.1924094368756077,-0.123341105,5205,1808,864,1,4,2,1,0,1,1,3,1,0,0
405.6,-0.147979254,-0.395424659,6219,3053,1752,2,8,3,1,0,1,1,3,1,0,0
373.4,1.6571607093488059,-1.38483939,5127,3262,1490,1,7,3,2,0,1,0,3,1,0,0
620.4,-0.568134091,-0.040885321,5000,4149,2516,2,7,4,3,1,1,2,4,1,0,0
376.6,-0.296392904,0.049931768025947246,5500,2541,1518,2,6,3,1,0,1,1,3,1,0,0
401.1,1.6571607093488059,-1.38483939,6041,2711,1568,2,6,3,1,1,1,1,3,0,1,0
620.4,-0.456624858,-0.40855692,5000,4149,2516,2,7,4,3,1,1,2,4,1,0,0
461.9,1.8500742991557957,-0.137788874,4750,2810,1558,2,7,3,1,1,1,1,3,0,1,0
526.5,-0.701479378,-0.189541921,8180,4116,2237,1.5,10,5,3,1,1,2,4,1,0,0
354.7,0.1695587556864619,-0.631195354,5000,2355,1591,2,7,3,1,1,1,0,3,1,0,0
403.6,-0.04358686,0.8666821765958397,5000,3012,1936,2,8,3,1,1,1,1,3,1,0,0
366.6,0.14243273530856287,-1.014712562,8265,2880,1356,1,7,3,1,1,1,1,3,1,0,0
460.3,-0.370688972,-0.211975642,4048,3171,1954,2,9,4,1,1,1,0,3,1,0,0
368.3,-1.24247139,0.071135229,5334,2681,1626,2,8,3,1,0,1,1,3,0,0,1
328,3.4524083296139407,-2.308380717,4920,2428,1092,1,6,3,1,1,1,1,3,1,0,0
552.6,-0.464015627,-0.299691173,5000,5190,3420,2,8,4,2,1,1,1,3,0,1,0
374.8,-0.880300365,-0.229561885,5000,2776,1536,2,7,3,1,1,1,1,3,0,1,0
360.8,0.032558588,0.41259231231884447,4667,2478,1410,2,6,3,1,1,1,1,3,1,0,0
432.1,-0.409046955,0.6008610819073079,7325,2567,1752,2,7,3,2,0,1,0,3,1,0,0
379,-0.332508514,-0.374239607,7235,2296,1552,1,7,3,1,1,1,0,3,1,0,0
374.4,1.2143483362155922,-1.156626187,4987,2820,1624,2,7,3,1,0,1,0,3,0,1,0
439,-0.483344592,0.006451222,5000,3902,2287,2.5,8,4,2,0,1,1,3,1,0,0
396.4,-1.015093725,0.41586599278577235,5708,2649,1494,2,7,3,1,1,1,1,3,1,0,0
361.4,-1.400174387,-0.077082132,6035,2265,1225,2,6,3,1,1,1,1,3,1,0,0
336.9,-0.37180676,0.094210416,4378,2364,1075,1,6,3,1,1,1,1,3,1,0,0
393.4,0.813382324,-0.457107561,6060,2606,1565,2,7,3,1,0,1,0,3,1,0,0
508.5,-0.528512868,-0.272048309,6169,3577,1971,2,8,4,2,1,1,2,3,0,0,1
352.6,1.3328983871893196,-0.262053932,5000,2608,1584,2,8,3,1,0,1,1,3,1,0,0
594.2,-0.752748284,-0.149188237,7277,3668,2200,2,7,4,2,1,1,3,4,0,1,0
428.4,-1.329229864,-0.039955558,5000,2655,1362,2,6,3,2,0,1,1,3,0,1,0
357.3,0.11004669755533243,0.2856829904385364,4559,2326,1133,1.5,7,4,1,1,1,1,3,1,0,0
448.5,-0.633231695,-0.267443874,7063,3187,1475,1,5,2,1,0,1,1,3,1,0,0
360.1,-0.255066517,0.2992049592089771,4848,2910,1330,1,6,3,1,0,1,1,3,1,0,0
344.5,-0.883776932,-0.095816144,6647,3037,1314,1,6,3,1,1,1,1,3,1,0,0
375.3,0.4328703670087547,1.3562256706326439,5000,2248,1500,2,7,4,1,1,1,1,4,1,0,0
432.7,-0.426128833,-0.112595957,10000,3080,1389,1,7,3,2,0,1,0,3,0,1,0
412.4,0.41860528465063124,-0.16422384,5500,2655,1570,2,7,3,1,0,1,1,3,1,0,0
421.2,-0.46702903,-0.30485019,6395,3199,1831,2,6,3,1,1,1,1,3,1,0,0
367.4,-1.724631973,0.3858692549858355,5000,2616,1632,2,10,4,1,1,1,1,3,1,0,0
286.6,-0.876073564,-0.087334513,5095,1966,936,1,5,1,1,0,1,1,3,1,0,0
335.4,-0.189454698,-0.52894297,5000,2546,1323,1.5,6,3,1,0,1,1,3,1,0,0
438.7,-0.817298579,-0.766570819,4789,2976,1680,2,7,3,2,1,1,0,3,1,0,0
386,-0.620526225,-0.315795838,3475,2570,1582,2,7,3,1,1,1,0,3,1,0,0
352.3,-1.23661662,0.066747635,4786,2553,1570,2,7,3,1,0,1,1,3,1,0,0
348.9,-0.052566805,-0.51099878,4950,2098,1296,2,6,3,1,0,1,1,3,1,0,0
439.2,0.7624673227739196,-1.077495827,5000,3023,1738,2,7,3,1,1,1,1,3,0,1,0
499.8,-0.169535368,-0.195148272,4627,3765,2037,2,7,4,2,0,1,1,3,1,0,0
378,-0.397679111,-0.322093282,5600,2967,1584,2,7,4,1,1,1,1,3,1,0,0
334.4,-0.686705609,-0.188305428,5000,3091,1399,1,6,3,1,0,1,1,3,1,0,0
369.9,-1.024850607,-0.384687233,5000,2572,1470,2,7,4,1,1,1,1,4,1,0,0
354.8,-0.514987736,-0.281839975,4134,2328,1456,2,7,3,1,1,1,1,3,1,0,0
357.6,-1.349497916,2.467012916847576,5000,2549,1632,2,7,3,1,0,1,1,3,1,0,0
294.7,-1.54427523,0.24502831034155195,10551,1092,999,1,4,1,1,0,1,1,3,1,0,0
346.3,-0.634081734,-0.269112154,5000,1890,1152,2,6,3,1,0,1,1,3,1,0,0
346.7,-0.700957334,0.2949503807416762,4843,2910,1330,1,6,3,1,0,1,1,3,1,0,0
345.8,0.014171418610651269,-0.531667219,6126,2494,1341,1.5,7,3,1,1,1,1,3,1,0,0
433.4,-0.68911645,-0.19086394,5000,3384,1573,1,11,4,2,1,1,1,3,1,0,0
383.4,-0.502430509,-0.2786456,5000,2481,1524,2,7,3,1,1,1,0,3,1,0,0
439.3,0.5937566546502169,-0.208189239,5000,2784,1498,2,8,3,1,1,1,0,3,0,0,1
445.2,1.0662329748249377,-0.282806315,6549,2844,2178,2,7,4,1,1,1,1,3,1,0,0
460.2,2.3751149283180375,-0.173458935,6900,3570,2086,2,12,5,2,1,1,1,3,1,0,0
581.5,1.3681797265467892,-0.583501519,8720,4533,2353,2,8,4,2,1,1,1,4,1,0,0
490.9,-1.093425735,0.012270955180264114,6563,3697,2317,2,10,5,2,0,1,1,3,0,1,0
351.1,-0.53254943,-0.271583055,5000,2132,1391,2,7,3,1,0,1,0,3,1,0,0
427.8,1.1511081396922578,-1.363735719,4989,2678,1539,2,6,3,1,1,1,1,3,1,0,0
469.1,0.44347295033767586,-0.773074901,4423,4001,2256,2,7,3,1,1,1,1,3,0,1,0
406.8,-0.542108337,-0.159247237,5000,3148,2088,2,11,3,1,0,1,1,3,0,0,1
377.2,-0.846203607,-0.114118735,5248,2608,1536,2,7,3,1,1,1,1,3,1,0,0
401.2,0.4208736566350607,-0.744825469,5000,2294,1504,2,9,4,1,1,1,1,3,1,0,0
460.9,-1.01448871,0.011006133,5000,3527,1835,2,7,3,1,1,1,1,3,1,0,0
370.3,-1.21927113,0.04902834,5088,2223,1390,2,6,3,1,1,1,0,3,1,0,0
312.8,-0.635581529,-0.223154405,4905,2352,1161,1.5,6,3,1,1,1,1,3,1,0,0
389.8,0.7937442912420137,-0.934321149,5000,2400,1620,2,6,3,1,1,1,0,4,1,0,0
421,-0.254713753,0.011809428410373959,5000,3798,1989,1.5,8,4,2,0,1,1,3,0,0,1
